#Country,Source Type,Date Time,Latitude,Longitude,Depth,Yield,Name,
USA,Underground,09/13/1963 17:00:00,37.06,-116.023,0.714,249,BILBY,US Yucca Flat
USA,Underground,09/27/1963 14:20:00,37.037,-116.017,0.33,20,CARP,US Yucca Flat
USA,Underground,09/27/1963 17:30:00,37.155,-116.074,0.15,20,NARRAGUAGUS,US Yucca Flat
USA,Underground,10/11/1963 14:00:00,37.037,-116.022,0.261,20,GRUNION,US Yucca Flat
USA,Underground,10/11/1963 21:00:00,37.119,-116.035,0.149,0.38,TORNILLO,US Yucca Flat
USA,Underground,10/16/1963 17:00:00,37.198,-116.23,0.545,200,CLEARWATER,Rainier Mesa
USA,Underground,10/17/1963 15:00:00,37.131,-116.068,0.06,20,MULLETT,US Yucca Flat
FRA,Underground,10/20/1963 13:00:00,24.0355,5.0386,,52,RUBIS,Sahara
USA,Underground,10/26/1963 17:00:00,39.2,-118.381,0.367,12,SHOAL,Other Nevada Site
USA,Underground,11/14/1963 16:00:00,37.039,-116.019,0.26,20,ANCHOVY,US Yucca Flat
USA,Underground,11/15/1963 15:00:00,37.132,-116.048,0.166,20,MUSTANG,US Yucca Flat
USA,Underground,11/22/1963 17:30:00,37.119,-116.046,0.301,200,GREYS,US Yucca Flat
USA,Underground,12/04/1963 16:38:30,37.04,-116.03,0.263,20,BARRACUDA,US Yucca Flat
USA,Underground,12/04/1963 16:38:30,37.044,-116.013,0.262,20,SARDINE,US Yucca Flat
USA,Underground,12/12/1963 16:02:00,37.131,-116.045,0.165,5.3,EAGLE,US Yucca Flat
USA,Underground,12/20/1963 15:24:00,37.053,-116.034,0.414,20,TUNA,US Yucca Flat
USA,Underground,01/16/1964 16:00:00,37.142,-116.05,0.491,200,FORE,US Yucca Flat
USA,Underground,01/23/1964 16:00:00,37.126,-116.037,0.265,10.5,OCONTO,US Yucca Flat
USA,Underground,01/30/1964 16:00:00,37.136,-116.072,0.18,20,CLUB,US Yucca Flat
USA,Underground,02/12/1964 15:38:00,37.057,-116.03,0.15,20,SOLENDON,US Yucca Flat
USA,Underground,02/13/1964 15:30:00,37.132,-116.033,0.226,20,BUNKER,US Yucca Flat
FRA,Underground,02/14/1964 11:00:00,24.0536,5.0523,,3.7,OPALE,Sahara
USA,Underground,02/18/1964 15:37:19,37.059,-116.034,0.301,20,BONEFISH,US Yucca Flat
USA,Underground,02/18/1964 15:37:37,37.096,-116.052,0.334,20,MACKEREL,US Yucca Flat
USA,Underground,02/20/1964 15:30:00,37.151,-116.041,0.493,70,KLICKITAT,US Yucca Flat
USA,Underground,03/12/1964 15:00:00,37.13,-116.037,0.144,20,HANDICAP,US Yucca Flat
USA,Underground,03/13/1964 16:02:00,37.05,-116.012,0.114,20,PIKE,US Yucca Flat
SOV,Underground,03/15/1964 08:00:00,49.8208,78.0986,0.22,150,,
USA,Underground,04/14/1964 14:40:00,37.129,-116.031,0.204,20,HOOK,US Yucca Flat
USA,Underground,04/15/1964 14:30:00,37.044,-116.019,0.15,20,STURGEON,US Yucca Flat
USA,Underground,04/17/1964 15:29:52,37.119,-116.035,0.119,20,BOGEY,US Yucca Flat
USA,Underground,04/24/1964 20:10:00,37.15,-116.056,0.507,200,TURF,US Yucca Flat
USA,Underground,04/29/1964 20:47:00,37.04,-116.028,0.262,20,PIPEFISH,US Yucca Flat
USA,Underground,05/07/1964 13:00:00,37.12,-116.041,0.15,20,DRIVER,US Yucca Flat
USA,Underground,05/14/1964 14:40:00,37.117,-116.04,0.168,20,BACKSWING,US Yucca Flat
USA,Underground,05/15/1964 16:15:00,37.042,-116.013,0.241,20,MINNOW,US Yucca Flat
SOV,Underground,05/16/1964 06:01:00,49.8178,78.0939,0.253,150,,
SOV,Underground,06/06/1964 00:00:00,49.7747,77.9881,,20,,
USA,Underground,06/11/1964 16:45:00,37.149,-116.077,0.263,3,ACE,US Yucca Flat
USA,Underground,06/12/1964 14:01:00,37.039,-116.013,0.193,20,BITTERLING,US Yucca Flat
FRA,Underground,06/15/1964 13:40:00,24.0666,5.0345,,2.5,TOPAZE,Sahara
USA,Underground,06/18/1964 13:30:00,37.166,-116.039,0.45,20,DUFFER,US Yucca Flat
USA,Underground,06/25/1964 13:30:00,37.111,-116.03,0.205,20,FADE,US Yucca Flat
USA,Underground,06/30/1964 13:33:00,37.174,-116.057,0.259,11.7,DUB,US Yucca Flat
USA,Underground,07/16/1964 13:15:00,37.182,-116.046,0.394,200,BYE,US Yucca Flat
USA/GBR,Underground,07/17/1964 17:18:30,37.018,-116.03,0.272,20,CORMORANT,UK Yucca Flat
SOV,Underground,07/19/1964 06:00:01,49.815,78.0931,1.68,150,,
USA,Underground,07/23/1964 13:30:00,37.114,-116.033,0.12,20,LINKS,US Yucca Flat
USA,Underground,07/24/1964 18:30:00,37.046,-116.013,0.193,20,TROGON,US Yucca Flat
SOV,Underground,08/18/1964 06:00:00,49.8206,78.0819,,20,,
USA,Underground,08/19/1964 16:00:00,37.159,-116.084,0.168,4.4,ALVA,US Yucca Flat
USA,Underground,08/22/1964 22:17:00,37.065,-116.016,0.448,20,CANVASBACK,US Yucca Flat
USA,Underground,08/27/1964 14:30:00,37.117,-116.142,0.091,20,PLAYER,US Yucca Flat
USA,Underground,08/28/1964 17:06:00,37.067,-116.023,0.364,20,HADDOCK,US Yucca Flat
USA,Underground,09/04/1964 18:15:00,37.018,-116.024,0.261,20,GUANAY,US Yucca Flat
USA,Underground,09/11/1964 14:00:00,37.114,-116.026,0.18,20,SPOON,US Yucca Flat
SOV,Underground,09/18/1964 07:59:58,73.3937,54.7796,0.1,20,,Novaya Zemlya
USA/GBR,Underground,09/25/1964 17:02:00,37.072,-116.016,0.359,,COURSER,UK Yucca Flat
SOV,Underground,09/30/1964 00:00:00,49.8208,78.0986,,20,,
USA,Underground,10/02/1964 20:03:00,37.078,-116.009,0.452,20,AUK,US Yucca Flat
USA,Underground,10/09/1964 14:00:00,37.151,-116.078,0.404,38,PAR,US Yucca Flat
CHN,Atmospheric,10/16/1964 07:00:00,40.7,89.7,-0.102,22,,
USA,Underground,10/16/1964 15:59:30,37.033,-116.026,0.126,20,TURNSTONE,US Yucca Flat
USA,Underground,10/16/1964 15:59:30,37.039,-116.017,0.259,20,BARBEL,US Yucca Flat
USA,Underground,10/22/1964 16:00:00,31.142,-89.57,0.828,5.3,SALMON,
USA,Underground,10/23/1964 15:00:01,37.117,-116.032,0.15,20,GARDEN,US Yucca Flat
SOV,Underground,10/25/1964 08:00:00,73.3824,54.9908,0.5,20,,Novaya Zemlya
USA,Underground,10/31/1964 17:04:59,37.107,-116.023,0.381,20,FOREST,US Yucca Flat
USA,Underground,11/05/1964 15:00:00,37.174,-116.068,0.403,12,HANDCAR,US Yucca Flat
SOV,Underground,11/16/1964 06:00:00,49.8139,78.1336,0.194,150,,
FRA,Underground,11/28/1964 10:30:00,24.0418,5.0416,,10,TURQUOISE,Sahara
USA,Underground,12/05/1964 21:15:00,37.134,-116.071,0.404,200,CREPE,US Yucca Flat
USA,Underground,12/05/1964 21:15:00,37.114,-116.054,0.188,20,DRILL TARGET (upper),US Yucca Flat
USA,Underground,12/05/1964 21:15:00,37.134,-116.071,0.219,3.4,DRILL SOURCE (lower),US Yucca Flat
USA,Underground,12/16/1964 20:00:00,37.04,-116.025,0.18,1.3,PARROT,US Yucca Flat
USA,Underground,12/16/1964 20:00:00,37.048,-116.034,0.15,20,CASSOWARY,US Yucca Flat
USA,Underground,12/16/1964 20:00:00,37.035,-116.013,0.07,20,HOOPOE,US Yucca Flat
USA,Underground,12/16/1964 20:10:00,37.178,-116.068,0.152,2.7,MUDPACK,US Yucca Flat
USA,Underground,12/18/1964 19:35:00,37.083,-116.343,0.027,0.092,SULKY,Southwestern NTS
USA,Underground,01/14/1965 16:00:00,37.119,-116.026,0.215,20,WOOL,US Yucca Flat
SOV,Underground,01/15/1965 06:00:01,49.935,79.009,0.178,140,Chagan,
USA,Underground,01/29/1965 18:22:00,37.045,-116.014,0.211,20, TERN,US Yucca Flat
SOV,Underground,02/04/1965 06:00:00,49.7731,77.9914,,20,,
USA,Underground,02/04/1965 15:30:00,37.131,-116.062,0.232,20,CASHMERE,US Yucca Flat
USA,Underground,02/12/1965 15:10:29,37.164,-116.077,0.225,0.33,ALPACA,US Yucca Flat
USA,Underground,02/16/1965 17:30:00,37.052,-116.025,0.299,10.1,MERLIN,US Yucca Flat
USA,Underground,02/18/1965 16:18:47,36.818,-115.95,0.186,20,WISHBONE,Frenchman Flat
USA,Underground,02/19/1965 15:28:54,37.117,-116.032,0.144,20,SEERSUCKER,US Yucca Flat
FRA,Underground,02/27/1965 11:30:00,24.0587,5.0311,0.785,127,SAPHIR,Sahara
SOV,Underground,03/03/1965 06:14:59,49.8297,78.0575,0.196,20,,
USA,Underground,03/03/1965 19:13:00,37.064,-116.038,0.75,200,WAGTAIL,US Yucca Flat
USA,Underground,03/20/1965 15:30:49,37.115,-116.027,0.146,20,SUEDE,US Yucca Flat
USA,Underground,03/26/1965 15:34:08,37.148,-116.044,0.541,200,CUP,US Yucca Flat
SOV,Underground,03/27/1965 06:30:00,49.7747,77.9881,,20,,
SOV,Underground,03/30/1965 08:00:00,52.9,56.5,1.341,2.3,Butane 1-1-a,
SOV,Underground,03/30/1965 08:00:00,52.9,56.5,1.375,2.3,Butane 1-1-b,
USA,Underground,04/05/1965 21:00:00,37.026,-116.024,0.447,20,KESTREL,US Yucca Flat
USA,Underground,04/14/1965 13:14:00,37.28,-116.524,0.061,4.3,PALANQUIN,US Pahute Mesa
USA,Underground,04/21/1965 22:00:00,37.007,-116.203,0.305,20,GUM DROP,Southwestern NTS
USA,Underground,04/22/1965 13:39:00,37.111,-116.031,0.141,20,CHENILLE,US Yucca Flat
USA,Underground,04/23/1965 21:44:00,37.017,-115.996,0.18,20,MUSCOVY,US Yucca Flat
USA,Underground,05/07/1965 15:47:11,37.14,-116.068,0.19,7,TEE,US Yucca Flat
SOV,Underground,05/11/1965 06:40:00,49.7731,77.9914,0.103,20,,
USA,Underground,05/12/1965 18:15:00,37.243,-116.432,0.696,20,BUTEO,US Pahute Mesa
CHN,Atmospheric,05/14/1965 02:00:00,40.7,89.7,-0.5,40,,
USA,Underground,05/14/1965 14:57:52,36.823,-115.968,0.298,0.75,CAMBRIC,Frenchman Flat
USA,Underground,05/14/1965 17:32:36,37.059,-116.011,0.427,20,SCAUP,US Yucca Flat
USA,Underground,05/21/1965 13:08:52,37.119,-116.029,0.281,20,TWEED,US Yucca Flat
FRA,Underground,05/30/1965 11:00:00,24.055,5.0508,,2.5,JADE,Sahara
SOV,Underground,06/10/1965 07:00:00,52.9,56.5,1.35,7.6,Butane 1-2,
USA,Underground,06/11/1965 19:45:00,37.043,-116.018,0.181,1.3,PETREL,US Yucca Flat
USA,Underground,06/11/1965 20:28:37,37.116,-116.024,0.173,20,ORGANDY,US Yucca Flat
USA,Underground,06/16/1965 16:30:00,36.818,-115.957,0.195,20,DILUTED WATERS,Frenchman Flat
SOV,Underground,06/17/1965 03:45:00,49.8306,78.0578,0.152,20,,
USA,Underground,06/17/1965 17:00:00,37.223,-116.058,0.111,20,TINY TOT,US Yucca Flat
USA,Underground,07/16/1965 13:04:24,37.115,-116.033,0.164,20,IZZER,US Yucca Flat
USA,Underground,07/22/1965 13:21:08,37.132,-116.068,0.135,20,PONGEE,US Yucca Flat
USA,Underground,07/23/1965 17:00:00,37.098,-116.034,0.531,200,BRONZE,US Yucca Flat
SOV,Underground,07/29/1965 03:05:00,49.785,77.9969,0.126,20,,
USA,Underground,08/06/1965 17:23:30,37.018,-116.041,0.321,20,MAUVE,US Yucca Flat
USA,Underground,08/21/1965 13:43:08,37.113,-116.027,0.21,20,TICKING,US Yucca Flat
USA,Underground,08/27/1965 13:51:13,37.137,-116.071,0.172,20,CENTAUR,US Yucca Flat
USA,Underground,09/01/1965 20:08:00,37.037,-116.015,0.194,20,MOA,US Yucca Flat
USA,Underground,09/01/1965 20:08:00,37.023,-116.01,0.302,20,SCREAMER,US Yucca Flat
USA/GBR,Underground,09/10/1965 17:12:00,37.078,-116.018,0.455,200,CHARCOAL,UK Yucca Flat
SOV,Underground,09/17/1965 04:00:00,49.8172,78.1425,0.156,20,,
USA,Underground,09/17/1965 15:08:23,37.111,-116.035,0.219,20,ELKHART,US Yucca Flat
FRA,Underground,10/01/1965 10:00:00,24.0649,5.034,,2.5,CORINDON,Sahara
SOV,Underground,10/08/1965 06:00:00,49.8306,78.1014,0.204,20,,
SOV,Underground,10/14/1965 04:00:00,49.991,77.636,0.048,1.1,Sary-Uzen,
USA,Underground,10/29/1965 21:00:00,51.424,179.179,0.701,80,LONG SHOT,
USA,Underground,11/12/1965 18:00:00,37.05,-116.023,0.241,20,SEPIA,US Yucca Flat
SOV,Underground,11/21/1965 04:58:00,49.8283,78.0597,0.278,29,,
USA,Underground,11/23/1965 18:17:32,37.162,-116.072,0.198,20,KERMET,US Yucca Flat
FRA,Underground,12/01/1965 10:30:00,24.0437,5.0469,,10,TOURMALINE,Sahara
USA,Underground,12/03/1965 15:13:02,37.165,-116.053,0.682,200,CORDUROY,US Yucca Flat
USA,Underground,12/16/1965 15:39:18,37.141,-116.064,0.261,20,EMERSON,US Yucca Flat
USA,Underground,12/16/1965 19:15:00,37.073,-116.03,0.5,200,BUFF,US Yucca Flat
SOV,Underground,12/24/1965 05:00:00,49.8117,78.1075,0.213,20,,
USA,Underground,01/13/1966 15:37:43,37.116,-116.028,0.183,20,MAXWELL,US Yucca Flat
USA,Underground,01/18/1966 18:35:00,37.037,-116.019,0.561,200,LAMPBLACK,US Yucca Flat
USA,Underground,01/18/1966 18:35:00,37.092,-116.02,0.275,20,SIENNA,US Yucca Flat
USA,Underground,01/21/1966 18:28:00,37.032,-116.017,0.333,20,DOVEKIE,US Yucca Flat
USA,Underground,01/22/1966 15:17:19,37.157,-116.04,0.213,20,REO,US Yucca Flat
USA,Underground,02/03/1966 18:17:37,37.126,-116.07,0.27,20,PLAID II,US Yucca Flat
SOV,Underground,02/13/1966 04:58:00,49.8142,78.1308,0.297,125,,
FRA,Underground,02/16/1966 11:00:00,24.0441,5.0412,0.403,13,GRENAT,Sahara
USA,Underground,02/24/1966 15:55:07,37.272,-116.435,0.671,19,REX,US Pahute Mesa
USA,Underground,03/05/1966 18:15:00,37.174,-116.209,0.405,20,RED HOT,Rainier Mesa
USA,Underground,03/07/1966 18:41:00,37.035,-116.032,0.12,20,CINNAMON,US Yucca Flat
USA,Underground,03/07/1966 18:41:00,37.037,-116.03,0.196,20,FINFOOT,US Yucca Flat
USA,Underground,03/12/1966 18:04:13,37.144,-116.053,0.397,20,CLYMER,US Yucca Flat
USA,Underground,03/18/1966 19:00:00,37.009,-116.01,0.333,20,PURPLE,US Yucca Flat
SOV,Underground,03/20/1966 05:50:00,49.7517,78.0083,0.294,100,,
USA,Underground,03/24/1966 14:55:28,37.113,-116.032,0.151,0.37,TEMPLAR,US Yucca Flat
USA,Underground,04/01/1966 18:40:00,37.103,-116.021,0.561,20,LIME,US Yucca Flat
USA,Underground,04/06/1966 13:57:17,37.139,-116.142,0.225,20,STUTZ,US Yucca Flat
USA,Underground,04/07/1966 22:27:30,37.017,-115.993,0.226,20,TOMATO,US Yucca Flat
USA,Underground,04/14/1966 14:13:43,37.243,-116.432,0.544,70,DURYEA,US Pahute Mesa
SOV,Underground,04/21/1966 03:58:00,49.8178,78.0939,0.178,20,,
SOV,Underground,04/22/1966 02:58:00,47.829,47.935,0.161,1.1,Azgir A-1,
USA,Underground,04/23/1966 14:55:26,37.16,-116.084,0.167,1.4,FENTON,US Yucca Flat
USA,Underground,04/25/1966 18:38:00,36.887,-115.942,0.296,20,PIN STRIPE,Frenchman Flat
USA,Underground,04/29/1966 13:33:00,37.044,-116.023,0.126,20,OCHRE,US Yucca Flat
USA,Underground,05/04/1966 13:32:17,37.137,-116.138,0.197,20,TRAVELER,US Yucca Flat
USA,Underground,05/05/1966 14:00:00,37.051,-116.039,0.305,12,CYCLAMEN,US Yucca Flat
USA,Underground,05/06/1966 15:00:00,37.348,-116.323,0.667,73,CHARTREUSE,US Pahute Mesa
SOV,Underground,05/07/1966 03:58:00,49.7361,78.1072,0.274,4,,
CHN,Atmospheric,05/09/1966 08:00:00,40.7,89.7,,300,,
USA,Underground,05/12/1966 19:37:26,37.134,-116.072,0.247,20,TAPESTRY,US Yucca Flat
USA,Underground,05/13/1966 13:30:00,37.087,-116.034,0.549,200,PIRANHA,US Yucca Flat
USA,Underground,05/19/1966 13:56:28,37.111,-116.059,0.671,200,DUMONT,US Yucca Flat
USA,Underground,05/27/1966 20:00:00,37.178,-116.099,0.337,22,DISCUS THROWER,US Yucca Flat
USA,Underground,06/02/1966 15:30:00,37.227,-116.056,0.463,62,PILE DRIVER,US Yucca Flat
USA,Underground,06/03/1966 14:00:00,37.068,-116.036,0.561,200,TAN,US Yucca Flat
USA,Underground,06/10/1966 14:30:00,37.059,-116.04,0.486,20,PUCE,US Yucca Flat
USA,Underground,06/15/1966 17:00:00,37.01,-116.204,0.328,20,DOUBLE PLAY,Southwestern NTS
USA,Underground,06/15/1966 18:02:47,37.171,-116.05,0.455,200,KANKAKEE,US Yucca Flat
USA,Underground,06/25/1966 17:13:00,37.155,-116.073,0.322,25,VULCAN,US Yucca Flat
SOV,Underground,06/29/1966 06:58:01,49.8392,78.0708,0.187,150,,
USA,Underground,06/30/1966 22:15:00,37.316,-116.3,0.819,365,HALFBEAK,US Pahute Mesa
FRA,Atmospheric,07/02/1966 15:34:00,-21.86,-139.01,0,28,ALDEBARAN,
FRA,Atmospheric,07/19/1966 15:05:00,-21.83,-138.07,,50,TAMOURE,
SOV,Underground,07/21/1966 03:58:00,49.7356,78.1047,0.17,150,,
USA,Underground,07/28/1966 15:33:30,37.14,-116.134,0.152,1.2,SAXON,US Yucca Flat
SOV,Underground,08/05/1966 03:58:00,49.7589,78.0486,0.171,20,,
USA,Underground,08/10/1966 13:16:00,37.169,-116.049,0.195,20,ROVENA,US Yucca Flat
USA,Underground,08/12/1966 15:36:00,37.046,-116.03,0.088,20,TANGERINE,US Yucca Flat
SOV,Underground,08/19/1966 03:53:00,49.8306,78.1014,0.134,20,,
SOV,Underground,09/07/1966 03:52:00,49.8306,78.0578,0.117,20,,
FRA,Atmospheric,09/11/1966 17:30:00,-21.78,-138.89,-0.47,110,BETELGEUSE,
USA,Underground,09/12/1966 15:30:00,36.877,-115.951,0.255,7.8,DERRINGER,Frenchman Flat
USA,Underground,09/23/1966 18:00:00,37.103,-116.037,0.561,20,DAIQURI,US Yucca Flat
FRA,Atmospheric,09/24/1966 17:00:00,-22.23,-138.71,-0.003,125,RIGEL,
USA,Underground,09/29/1966 14:45:30,37.169,-116.047,0.229,20,NEWARK,US Yucca Flat
SOV,Underground,09/30/1966 05:59:51,38.968,64.517,1.532,30,Urtabulak,
FRA,Atmospheric,10/04/1966 21:00:00,-21.86,-139.01,-0.01,205,SIRIUS,
USA,Underground,10/15/1966 19:00:00,37.047,-116.018,0.233,20,KHAKI,US Yucca Flat
SOV,Underground,10/19/1966 03:58:00,49.7419,78.0256,0.185,150,,
SOV,Underground,10/27/1966 00:00:00,73.3889,54.8314,,1500,,Novaya Zemlya
CHN,Atmospheric,10/27/1966 01:10:00,40.7,89.7,-0.569,30,,
SOV,Underground,10/27/1966 05:58:00,73.3889,54.8314,,1500,,Novaya Zemlya
SOV,Underground,10/29/1966 03:58:00,49.7847,77.9994,,20,,
USA,Underground,11/05/1966 14:45:00,37.17,-116.048,0.198,2.3,SIMMS,US Yucca Flat
USA,Underground,11/11/1966 12:00:00,37.134,-116.051,0.238,20,AJAX,US Yucca Flat
USA,Underground,11/18/1966 15:02:00,37.043,-116.011,0.211,20,CERISE,US Yucca Flat
SOV,Underground,11/19/1966 03:58:00,49.8297,78.0575,,20,,
USA,Underground,11/22/1966 15:00:00,37.169,-116.049,0.091,20,VIGIL,US Yucca Flat
SOV,Underground,12/03/1966 05:02:00,49.7403,78.0308,0.153,20,,
USA,Underground,12/03/1966 12:15:00,31.142,-89.57,0.828,0.38,STERLING,
USA,Underground,12/13/1966 17:50:00,37.035,-116.008,0.24,20,SIDECAR,US Yucca Flat
USA,Underground,12/13/1966 21:00:00,36.877,-115.939,0.244,20,NEW POINT,Frenchman Flat
SOV,Underground,12/18/1966 04:58:00,49.9246,77.7472,0.427,150,,
USA,Underground,12/20/1966 15:30:00,37.302,-116.409,1.215,870,GREELEY,US Pahute Mesa
CHN,Atmospheric,12/28/1966 04:00:00,40.7,89.7,-0.102,500,,
USA,Underground,01/18/1967 14:55:00,37.165,-116.047,0.152,20,RIVET I,US Yucca Flat
USA,Underground,01/19/1967 16:45:00,37.144,-116.136,0.364,39,NASH,US Yucca Flat
USA,Underground,01/20/1967 17:40:03,37.1,-116.005,0.56,200,BOURBON,US Yucca Flat
USA,Underground,01/26/1967 17:40:03,37.165,-116.049,0.198,20,RIVET II,US Yucca Flat
SOV,Underground,01/30/1967 04:02:00,49.7731,77.99,0.131,20,,
USA,Underground,02/08/1967 15:15:00,37.167,-116.048,0.257,20,WARD,US Yucca Flat
USA,Underground,02/23/1967 18:34:00,37.017,-116.017,0.299,20,PERSIMMON,US Yucca Flat
USA,Underground,02/23/1967 18:50:00,37.127,-116.067,0.732,200,AGILE,US Yucca Flat
SOV,Underground,02/26/1967 03:58:00,49.7394,78.0864,0.241,150,,
USA,Underground,03/02/1967 15:00:00,37.166,-116.05,0.271,20,RIVET III,US Yucca Flat
USA,Underground,03/03/1967 15:19:00,37.039,-116.011,0.18,20,MUSHROOM,US Yucca Flat
USA,Underground,03/10/1967 15:00:00,37.046,-116.031,0.118,20,FIZZ,US Yucca Flat
SOV,Underground,03/25/1967 05:58:01,49.7533,78.0536,0.152,20,,
USA,Underground,04/04/1967 14:20:00,37.162,-116.083,0.166,20,OAKLAND,US Yucca Flat
USA,Underground,04/06/1967 15:00:00,37.137,-116.134,0.153,20,HEILMAN,US Yucca Flat
USA,Underground,04/07/1967 15:00:00,37.054,-116.023,0.271,20,FAWN,US Yucca Flat
SOV,Underground,04/20/1967 04:08:00,49.7361,78.1072,0.225,150,,
USA,Underground,04/21/1967 15:09:00,37.019,-116.038,0.24,20,CHOCOLATE,US Yucca Flat
USA,Underground,04/27/1967 14:45:00,37.139,-116.064,0.219,20,EFFENDI,US Yucca Flat
USA,Underground,05/10/1967 13:40:00,37.078,-115.996,0.5,200,MICKEY,US Yucca Flat
USA,Underground,05/20/1967 15:00:00,37.13,-116.065,0.744,250,COMMODORE,US Yucca Flat
USA,Underground,05/23/1967 14:00:00,37.275,-116.371,0.977,155,SCOTCH,US Pahute Mesa
USA,Underground,05/26/1967 12:30:00,37.045,-116.02,0.119,20,ABSINTHE,US Yucca Flat
USA,Underground,05/26/1967 15:00:01,37.248,-116.481,0.631,76,KNICKERBOCKER,US Pahute Mesa
SOV,Underground,05/28/1967 04:08:00,49.7517,78.0083,0.262,20,,
FRA,Atmospheric,06/05/1967 19:00:00,-21.78,-138.89,-0.295,15,ALTAIR,
CHN,Atmospheric,06/17/1967 00:19:08,40.744,89.775,-3,3300,,
USA,Underground,06/22/1967 13:10:00,37.126,-116.03,0.305,3.1,SWITCH,US Yucca Flat
USA,Underground,06/26/1967 16:00:00,37.202,-116.209,0.378,20,MIDI MIST,Rainier Mesa
FRA,Atmospheric,06/27/1967 19:30:00,-21.86,-139.01,-0.34,120,ANTARES,
SOV,Underground,06/29/1967 02:57:00,49.8222,78.0433,0.195,20,,
USA,Underground,06/29/1967 11:25:00,37.029,-116.023,0.31,10,UMBER,US Yucca Flat
FRA,Atmospheric,07/02/1967 17:30:00,-21.78,-138.89,0,22,ARCTURUS,
USA,Underground,07/14/1967 13:30:00,37.165,-116.046,0.09,20,VITO,US Yucca Flat
SOV,Underground,07/15/1967 03:27:00,49.8442,78.1156,0.161,20,,
USA,Underground,07/27/1967 13:00:00,37.149,-116.049,0.484,200,STANLEY,US Yucca Flat
SOV,Underground,08/04/1967 06:58:00,49.7544,78.0503,0.16,20,,
USA,Underground,08/04/1967 14:00:00,37.024,-116.013,0.241,20,GIBSON,US Yucca Flat
USA,Underground,08/10/1967 14:10:00,37.157,-116.048,0.465,20,WASHER,US Yucca Flat
USA,Underground,08/18/1967 20:12:30,37.012,-116.037,0.332,20,BORDEAUX,US Yucca Flat
USA,Underground,08/24/1967 13:30:00,37.163,-116.075,0.226,20,LEXINGTON,US Yucca Flat
USA,Underground,08/31/1967 16:30:00,37.178,-116.21,0.436,20,DOOR MIST,Rainier Mesa
SOV,Underground,09/02/1967 04:04:00,49.7419,78.0256,,20,,
USA,Underground,09/07/1967 13:45:00,37.153,-116.054,0.521,200,YARD,US Yucca Flat
USA,Underground,09/15/1967 17:30:00,37.035,-116.022,0.241,20,GILROY,US Yucca Flat
SOV,Underground,09/16/1967 04:04:00,49.9372,77.7281,0.23,20,,
USA,Underground,09/21/1967 20:45:00,37.166,-116.039,0.174,2.2,MARVEL,US Yucca Flat
SOV,Underground,09/22/1967 05:03:59,49.9596,77.6911,0.229,10,,
USA,Underground,09/27/1967 17:00:00,37.099,-116.054,0.667,200,ZAZA,US Yucca Flat
SOV,Underground,10/06/1967 06:59:57,57.7,65.2,0.172,0.3,Tawda,
SOV,Underground,10/17/1967 05:04:00,49.7844,77.9978,0.181,20,,
USA,Underground,10/18/1967 14:30:00,37.116,-116.059,0.714,200,LANPHER,US Yucca Flat
SOV,Underground,10/21/1967 05:00:00,73.3782,54.8038,,1500,,Novaya Zemlya
USA,Underground,10/25/1967 14:30:00,37.032,-116.027,0.301,20,SAZERAC,US Yucca Flat
USA,Underground,10/25/1967 14:30:00,37.05,-116.04,0.24,20,COGNAC,US Yucca Flat
USA,Underground,10/25/1967 14:45:00,37.156,-116.049,0.187,20,WORTH,US Yucca Flat
SOV,Underground,10/30/1967 06:04:00,49.7972,77.9994,0.173,20,,
USA,Underground,11/08/1967 15:00:00,37.092,-116.037,0.667,20,COBBLER,US Yucca Flat
SOV,Underground,11/22/1967 04:04:00,49.9419,77.6868,0.227,20,,
USA,Underground,12/06/1967 13:00:00,37.159,-116.054,0.19,20,POLKA,US Yucca Flat
SOV,Underground,12/08/1967 06:04:00,49.8183,78.1708,0.15,20,,
USA,Underground,12/10/1967 19:30:00,36.678,-107.209,1.292,29,GASBUGGY,
USA,Underground,12/15/1967 15:00:00,37.037,-116.003,0.333,20,STILT,US Yucca Flat
CHN,Atmospheric,12/24/1967 04:00:00,40.7,89.7,,25,,
SOV,Underground,01/07/1968 03:47:00,49.7539,78.0469,0.237,20,,
USA,Underground,01/18/1968 16:30:00,37.146,-116.067,0.247,7.4,HUPMOBILE,US Yucca Flat
USA,Underground,01/19/1968 15:00:00,37.156,-116.055,0.443,200,STACCATO,US Yucca Flat
USA,Underground,01/19/1968 18:15:00,38.634,-118.133,0.975,1000,FAULTLESS,Other Nevada Site
USA,Underground,01/24/1968 15:00:00,37.043,-116.015,0.118,20,BRUSH,US Yucca Flat
USA,Underground,01/26/1968 16:00:00,37.281,-116.515,0.052,2.3,CABRIOLET,US Pahute Mesa
USA,Underground,01/31/1968 15:30:00,37.001,-116.01,0.24,20,MALLET,US Yucca Flat
USA,Underground,02/21/1968 15:00:00,37.042,-116.003,0.241,20,TORCH,US Yucca Flat
USA,Underground,02/21/1968 15:30:00,37.117,-116.055,0.645,200,KNOX,US Yucca Flat
USA,Underground,02/29/1968 17:08:30,37.185,-116.212,0.41,20,DORSAL FIN,Rainier Mesa
USA,Underground,03/05/1968 15:30:00,36.97,-116.057,0.12,20,RUSSET,US Yucca Flat
USA,Underground,03/12/1968 17:04:00,37.008,-116.373,0.041,1.08,BUGGY E,Southwestern NTS
